ville,pays,lat,lon,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T11:00:00+00:00,1,79.15,0.03,0.12,27.3,0.09,2.43,2.96,0.17
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T12:00:00+00:00,1,77.63,0.02,0.12,26.83,0.08,2.27,2.73,0.14
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T13:00:00+00:00,1,75.3,0.02,0.12,25.42,0.06,1.94,2.32,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T14:00:00+00:00,1,75.73,0.01,0.17,24.08,0.06,1.88,2.27,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T15:00:00+00:00,1,77.22,0.0,0.22,23.09,0.06,1.91,2.33,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T16:00:00+00:00,1,78.17,0.0,0.25,22.25,0.06,1.93,2.41,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T17:00:00+00:00,1,79.76,0.0,0.26,21.95,0.06,1.93,2.46,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T18:00:00+00:00,1,81.27,0.0,0.26,21.79,0.06,1.84,2.4,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T19:00:00+00:00,1,81.93,0.0,0.27,20.66,0.06,1.71,2.28,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T20:00:00+00:00,1,82.35,0.0,0.3,19.1,0.06,1.57,2.13,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T21:00:00+00:00,1,81.43,0.0,0.31,18.11,0.05,1.4,1.88,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T22:00:00+00:00,1,79.49,0.0,0.3,17.77,0.05,1.22,1.65,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-02T23:00:00+00:00,1,76.92,0.0,0.27,18.46,0.05,1.05,1.44,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T00:00:00+00:00,1,73.76,0.0,0.23,20.11,0.05,0.88,1.26,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T01:00:00+00:00,1,70.56,0.0,0.2,22.18,0.04,0.76,1.09,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T02:00:00+00:00,1,68.17,0.0,0.18,23.81,0.05,0.72,1.02,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T03:00:00+00:00,1,66.49,0.0,0.17,25.85,0.05,0.76,1.08,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T04:00:00+00:00,1,65.64,0.0,0.16,28.42,0.06,0.9,1.36,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T05:00:00+00:00,1,65.33,0.01,0.16,30.56,0.07,1.14,1.98,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T06:00:00+00:00,1,65.07,0.02,0.14,32.62,0.09,1.43,2.76,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T07:00:00+00:00,1,64.59,0.02,0.11,34.97,0.1,1.75,3.64,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T08:00:00+00:00,1,63.96,0.01,0.09,36.93,0.1,2.01,4.44,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T09:00:00+00:00,1,63.3,0.01,0.08,38.27,0.1,2.16,4.94,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T10:00:00+00:00,1,62.99,0.01,0.07,38.74,0.1,2.27,5.24,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T11:00:00+00:00,1,62.87,0.01,0.08,38.26,0.1,2.31,5.32,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T12:00:00+00:00,1,62.75,0.01,0.09,38.11,0.1,2.28,5.31,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T13:00:00+00:00,1,62.95,0.01,0.11,38.28,0.1,2.17,5.33,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T14:00:00+00:00,1,63.37,0.0,0.15,38.31,0.11,2.05,5.56,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T15:00:00+00:00,1,63.88,0.0,0.17,38.61,0.11,1.95,5.76,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T16:00:00+00:00,1,64.86,0.0,0.2,38.47,0.11,1.93,6.17,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T17:00:00+00:00,1,66.5,0.0,0.22,37.35,0.11,1.95,6.53,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T18:00:00+00:00,1,67.81,0.0,0.24,36.16,0.11,1.94,6.47,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T19:00:00+00:00,1,68.44,0.0,0.25,34.99,0.11,1.88,5.99,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T20:00:00+00:00,1,68.65,0.0,0.25,34.39,0.1,1.81,5.45,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T21:00:00+00:00,1,68.2,0.0,0.24,34.23,0.09,1.71,4.9,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T22:00:00+00:00,1,67.18,0.0,0.22,34.05,0.08,1.61,4.41,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-03T23:00:00+00:00,1,66.85,0.0,0.21,32.86,0.07,1.57,4.06,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T00:00:00+00:00,1,66.55,0.0,0.21,31.75,0.07,1.55,3.82,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T01:00:00+00:00,1,66.21,0.0,0.21,30.94,0.07,1.52,3.66,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T02:00:00+00:00,1,65.91,0.0,0.21,30.44,0.06,1.5,3.54,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T03:00:00+00:00,1,65.71,0.0,0.21,30.18,0.06,1.47,3.47,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T04:00:00+00:00,1,66.03,0.01,0.22,30.28,0.07,1.44,3.42,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T05:00:00+00:00,1,66.46,0.03,0.2,31.05,0.07,1.39,3.43,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T06:00:00+00:00,1,65.87,0.04,0.15,33.59,0.07,1.32,3.41,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T07:00:00+00:00,1,64.32,0.02,0.09,38.02,0.06,1.17,3.01,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T08:00:00+00:00,1,63.65,0.01,0.07,38.64,0.05,1.11,2.65,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T09:00:00+00:00,1,63.08,0.01,0.05,38.37,0.05,1.09,2.41,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T10:00:00+00:00,1,62.93,0.01,0.05,37.9,0.05,1.11,2.28,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T11:00:00+00:00,1,62.55,0.01,0.05,36.97,0.05,1.16,2.2,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T12:00:00+00:00,1,62.03,0.01,0.05,36.33,0.05,1.18,2.13,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T13:00:00+00:00,1,61.81,0.01,0.07,35.53,0.05,1.17,2.1,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T14:00:00+00:00,1,62.22,0.01,0.11,34.28,0.05,1.18,2.14,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T15:00:00+00:00,1,62.84,0.0,0.15,33.32,0.06,1.2,2.24,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T16:00:00+00:00,1,63.17,0.0,0.17,32.73,0.07,1.22,2.37,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T17:00:00+00:00,1,63.6,0.0,0.17,32.52,0.08,1.26,2.63,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T18:00:00+00:00,1,63.96,0.0,0.17,32.36,0.09,1.31,2.92,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T19:00:00+00:00,1,64.04,0.0,0.18,31.87,0.09,1.36,3.13,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T20:00:00+00:00,1,64.48,0.0,0.19,31.09,0.09,1.4,3.22,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T21:00:00+00:00,1,64.47,0.0,0.19,30.51,0.08,1.4,3.14,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T22:00:00+00:00,1,64.23,0.0,0.19,29.9,0.07,1.38,2.97,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-04T23:00:00+00:00,1,64.25,0.0,0.19,29.3,0.07,1.33,2.74,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T00:00:00+00:00,1,64.33,0.0,0.19,28.74,0.06,1.27,2.5,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T01:00:00+00:00,1,64.63,0.0,0.21,26.83,0.05,1.26,2.36,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T02:00:00+00:00,1,65.45,0.01,0.24,24.61,0.05,1.29,2.31,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T03:00:00+00:00,1,66.5,0.01,0.26,23.37,0.06,1.36,2.35,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T04:00:00+00:00,1,68.19,0.05,0.27,23.11,0.06,1.45,2.53,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T05:00:00+00:00,1,69.32,0.11,0.23,24.54,0.07,1.51,2.68,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T06:00:00+00:00,1,67.46,0.07,0.19,28.44,0.07,1.45,2.6,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T07:00:00+00:00,1,62.04,0.02,0.09,35.91,0.05,1.19,2.11,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T08:00:00+00:00,1,60.85,0.02,0.06,36.79,0.05,1.11,1.91,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T09:00:00+00:00,1,60.23,0.01,0.05,36.87,0.05,1.1,1.85,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T10:00:00+00:00,1,60.25,0.01,0.05,36.87,0.04,1.13,1.88,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T11:00:00+00:00,1,59.85,0.01,0.05,36.68,0.04,1.15,1.96,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T12:00:00+00:00,1,59.34,0.01,0.05,36.82,0.05,1.16,2.1,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T13:00:00+00:00,1,59.09,0.01,0.06,36.43,0.05,1.17,2.33,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T14:00:00+00:00,1,59.43,0.01,0.11,35.3,0.06,1.2,2.61,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T15:00:00+00:00,1,60.08,0.0,0.15,34.59,0.06,1.23,2.88,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T16:00:00+00:00,1,61.87,0.0,0.22,31.83,0.08,1.32,3.32,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T17:00:00+00:00,1,65.94,0.0,0.32,28.26,0.09,1.5,3.93,0.15
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T18:00:00+00:00,1,69.71,0.0,0.39,26.57,0.11,1.67,4.41,0.23
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T19:00:00+00:00,1,73.76,0.0,0.52,28.23,0.15,1.8,4.75,0.41
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T20:00:00+00:00,1,78.24,0.0,0.67,31.12,0.19,1.88,4.91,0.59
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T21:00:00+00:00,1,81.03,0.0,0.78,33.16,0.21,1.9,4.86,0.69
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T22:00:00+00:00,1,83.5,0.0,0.88,34.47,0.22,1.92,4.64,0.78
Toamasina,Madagascar,-18.1492,49.4023,2026-04-05T23:00:00+00:00,1,85.6,0.0,0.95,35.42,0.23,1.94,4.45,0.85
Toamasina,Madagascar,-18.1492,49.4023,2026-04-06T00:00:00+00:00,1,85.94,0.0,0.95,35.71,0.23,1.95,4.32,0.87
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T01:00:00+00:00,1,75.93,0.02,0.45,16.08,0.08,1.97,4.6,0.18
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T02:00:00+00:00,1,76.63,0.03,0.47,15.37,0.08,2.03,4.53,0.19
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T03:00:00+00:00,1,77.79,0.03,0.51,15.25,0.09,2.1,4.56,0.24
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T04:00:00+00:00,1,80.9,0.1,0.49,16.05,0.11,2.22,4.84,0.28
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T05:00:00+00:00,1,84.48,0.25,0.41,17.51,0.12,2.36,5.21,0.3
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T06:00:00+00:00,1,83.5,0.19,0.44,21.3,0.12,2.32,5.27,0.3
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T07:00:00+00:00,1,65.96,0.03,0.16,36.71,0.07,1.34,3.85,0.16
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T08:00:00+00:00,1,64.15,0.02,0.09,37.78,0.06,1.3,3.74,0.14
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T09:00:00+00:00,1,62.86,0.02,0.07,37.52,0.05,1.34,3.81,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T10:00:00+00:00,1,61.42,0.01,0.05,36.92,0.04,1.34,3.8,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T11:00:00+00:00,1,61.17,0.01,0.05,35.98,0.04,1.4,3.89,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T12:00:00+00:00,1,60.99,0.01,0.05,35.49,0.04,1.44,3.99,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T13:00:00+00:00,1,62.88,0.03,0.12,32.07,0.05,1.53,4.25,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T14:00:00+00:00,1,66.98,0.05,0.27,28.22,0.07,1.68,4.65,0.17
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T15:00:00+00:00,1,71.12,0.01,0.49,26.1,0.09,1.83,5.02,0.2
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T16:00:00+00:00,1,75.1,0.0,0.59,25.25,0.11,1.97,5.39,0.27
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T17:00:00+00:00,1,79.64,0.0,0.65,24.81,0.13,2.16,5.85,0.36
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T18:00:00+00:00,1,83.84,0.0,0.71,24.52,0.16,2.36,6.26,0.46
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T19:00:00+00:00,1,87.78,0.0,0.81,25.02,0.19,2.53,6.58,0.6
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T20:00:00+00:00,1,91.07,0.0,0.9,26.29,0.21,2.62,6.72,0.72
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T21:00:00+00:00,1,90.69,0.0,0.92,27.95,0.21,2.57,6.53,0.75
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T22:00:00+00:00,1,89.4,0.0,0.91,29.64,0.2,2.49,6.22,0.75
Toamasina,Madagascar,-18.1492,49.4023,2026-04-07T23:00:00+00:00,1,88.89,0.0,0.89,30.09,0.19,2.49,6.07,0.74
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T00:00:00+00:00,1,87.48,0.0,0.81,29.22,0.17,2.5,5.94,0.66
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T01:00:00+00:00,1,85.43,0.01,0.61,25.67,0.12,2.5,5.8,0.35
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T02:00:00+00:00,1,83.69,0.01,0.49,23.99,0.09,2.5,5.68,0.2
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T03:00:00+00:00,1,82.45,0.01,0.43,24.04,0.07,2.49,5.6,0.15
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T04:00:00+00:00,1,80.21,0.03,0.37,26.85,0.08,2.34,5.45,0.13
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T05:00:00+00:00,1,77.49,0.08,0.28,30.34,0.08,2.09,5.24,0.12
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T06:00:00+00:00,1,73.2,0.06,0.19,35.83,0.08,1.8,4.88,0.12
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T07:00:00+00:00,1,63.78,0.01,0.06,47.27,0.05,1.14,3.87,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T08:00:00+00:00,1,62.6,0.01,0.04,48.65,0.05,1.05,3.69,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T09:00:00+00:00,1,61.98,0.01,0.04,48.66,0.05,1.04,3.66,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T10:00:00+00:00,1,62.01,0.01,0.03,48.55,0.05,1.03,3.62,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T11:00:00+00:00,1,62.07,0.01,0.03,47.66,0.05,1.03,3.62,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T12:00:00+00:00,1,62.06,0.01,0.03,46.83,0.05,1.04,3.69,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T13:00:00+00:00,1,63.74,0.02,0.09,42.27,0.06,1.12,3.94,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T14:00:00+00:00,1,67.36,0.04,0.21,36.76,0.07,1.28,4.34,0.15
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T15:00:00+00:00,1,71.52,0.01,0.4,33.18,0.09,1.47,4.77,0.18
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T16:00:00+00:00,1,75.36,0.0,0.48,31.09,0.1,1.67,5.25,0.2
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T17:00:00+00:00,1,78.87,0.0,0.48,29.99,0.11,1.86,5.69,0.2
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T18:00:00+00:00,1,80.62,0.0,0.46,29.57,0.11,1.99,5.96,0.19
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T19:00:00+00:00,1,81.45,0.0,0.44,28.69,0.1,2.07,6.06,0.17
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T20:00:00+00:00,1,82.67,0.0,0.45,26.55,0.1,2.17,6.08,0.15
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T21:00:00+00:00,1,81.98,0.01,0.43,24.92,0.08,2.19,5.86,0.12
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T22:00:00+00:00,1,80.56,0.01,0.4,24.09,0.07,2.16,5.48,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-08T23:00:00+00:00,1,79.29,0.01,0.37,24.14,0.07,2.11,5.1,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T00:00:00+00:00,1,78.03,0.01,0.34,24.68,0.06,2.04,4.75,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T01:00:00+00:00,1,76.96,0.0,0.33,25.25,0.06,1.95,4.4,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T02:00:00+00:00,1,76.6,0.0,0.33,25.6,0.06,1.9,4.15,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T03:00:00+00:00,1,76.66,0.0,0.34,26.21,0.06,1.86,4.01,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T04:00:00+00:00,1,78.13,0.01,0.37,27.4,0.08,1.86,4.06,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T05:00:00+00:00,1,79.17,0.03,0.39,29.52,0.09,1.83,4.02,0.12
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T06:00:00+00:00,1,76.82,0.03,0.31,34.26,0.08,1.6,3.54,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T07:00:00+00:00,1,69.86,0.01,0.12,44.51,0.06,0.99,2.41,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T08:00:00+00:00,1,69.03,0.01,0.09,45.45,0.06,0.88,2.25,0.04
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T09:00:00+00:00,1,68.83,0.01,0.08,45.39,0.06,0.87,2.22,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T10:00:00+00:00,1,69.1,0.01,0.07,45.21,0.06,0.89,2.31,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T11:00:00+00:00,1,69.13,0.01,0.07,44.83,0.06,0.91,2.49,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T12:00:00+00:00,1,68.85,0.01,0.08,44.67,0.06,0.92,2.64,0.05
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T13:00:00+00:00,1,70.31,0.02,0.14,40.43,0.07,0.98,2.84,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T14:00:00+00:00,1,73.62,0.03,0.27,34.91,0.08,1.1,3.0,0.12
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T15:00:00+00:00,1,77.34,0.01,0.43,31.72,0.09,1.22,3.13,0.15
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T16:00:00+00:00,1,80.8,0.0,0.49,30.1,0.1,1.35,3.27,0.18
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T17:00:00+00:00,1,84.11,0.0,0.5,28.61,0.1,1.49,3.44,0.2
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T18:00:00+00:00,1,86.47,0.0,0.47,27.18,0.1,1.6,3.5,0.19
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T19:00:00+00:00,1,87.74,0.01,0.46,25.79,0.09,1.67,3.46,0.18
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T20:00:00+00:00,1,88.6,0.01,0.45,24.65,0.09,1.72,3.35,0.16
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T21:00:00+00:00,1,87.53,0.01,0.42,23.81,0.07,1.7,3.1,0.13
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T22:00:00+00:00,1,85.52,0.01,0.38,23.24,0.06,1.62,2.77,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-09T23:00:00+00:00,1,83.56,0.01,0.35,23.38,0.06,1.5,2.45,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T00:00:00+00:00,1,81.46,0.01,0.32,24.21,0.05,1.37,2.17,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T01:00:00+00:00,1,78.66,0.0,0.28,26.42,0.05,1.16,1.81,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T02:00:00+00:00,1,76.35,0.0,0.26,27.31,0.05,1.01,1.54,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T03:00:00+00:00,1,75.09,0.0,0.25,27.81,0.05,0.92,1.37,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T04:00:00+00:00,1,75.0,0.0,0.27,28.34,0.05,0.91,1.39,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T05:00:00+00:00,1,75.21,0.01,0.28,28.67,0.06,0.93,1.5,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T06:00:00+00:00,1,74.34,0.02,0.25,29.77,0.06,0.94,1.53,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T07:00:00+00:00,1,71.07,0.02,0.18,33.04,0.05,0.87,1.41,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T08:00:00+00:00,1,69.23,0.02,0.14,34.24,0.05,0.83,1.34,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T09:00:00+00:00,1,67.97,0.01,0.11,35.08,0.05,0.81,1.27,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T10:00:00+00:00,1,67.16,0.01,0.09,35.58,0.05,0.79,1.25,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T11:00:00+00:00,1,66.63,0.01,0.09,34.96,0.05,0.8,1.27,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T12:00:00+00:00,1,65.9,0.01,0.09,34.58,0.05,0.8,1.28,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T13:00:00+00:00,1,65.78,0.02,0.11,33.72,0.05,0.8,1.32,0.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T14:00:00+00:00,1,66.13,0.02,0.15,31.85,0.05,0.83,1.4,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T15:00:00+00:00,1,66.85,0.0,0.22,30.01,0.06,0.88,1.51,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T16:00:00+00:00,1,67.62,0.0,0.26,28.24,0.06,0.96,1.67,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T17:00:00+00:00,1,69.06,0.0,0.28,26.27,0.07,1.09,1.9,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T18:00:00+00:00,1,70.09,0.0,0.3,24.72,0.07,1.22,2.1,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T19:00:00+00:00,1,70.21,0.0,0.3,23.73,0.07,1.33,2.28,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T20:00:00+00:00,1,70.32,0.0,0.3,22.83,0.07,1.42,2.4,0.1
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T21:00:00+00:00,1,69.55,0.0,0.3,22.1,0.07,1.46,2.34,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T22:00:00+00:00,1,68.79,0.0,0.29,21.37,0.06,1.45,2.21,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-10T23:00:00+00:00,1,68.03,0.0,0.28,20.82,0.05,1.42,2.07,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-11T00:00:00+00:00,1,67.37,0.0,0.27,20.69,0.05,1.36,1.93,0.07
Toamasina,Madagascar,-18.1492,49.4023,2026-04-11T01:00:00+00:00,1,67.06,0.01,0.27,20.4,0.05,1.3,1.78,0.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-11T02:00:00+00:00,1,67.4,0.01,0.28,19.2,0.05,1.28,1.73,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-11T03:00:00+00:00,1,68.27,0.01,0.3,18.24,0.05,1.29,1.71,0.09
Toamasina,Madagascar,-18.1492,49.4023,2026-04-11T04:00:00+00:00,1,70.15,0.05,0.3,18.04,0.06,1.34,1.85,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-11T05:00:00+00:00,1,71.72,0.12,0.24,19.11,0.06,1.38,2.05,0.11
Toamasina,Madagascar,-18.1492,49.4023,2026-04-11T06:00:00+00:00,1,70.23,0.1,0.21,22.45,0.06,1.33,2.04,0.1
